model,scope,prevalence,point_ap,ap_ci_low,ap_ci_high,ap_ci_low_pct,ap_ci_high_pct,point_gap,gap_ci_low,gap_ci_high,gap_ci_low_pct,gap_ci_high_pct,point_auc,auc_ci_low,auc_ci_high,auc_ci_low_pct,auc_ci_high_pct,n_valid_resamples,n_valid_jackknife
phrase_complexity_core,overall,0.2848297213622291,0.3056091697918004,0.21175789660773664,0.3477744307944277,0.25149425179325813,0.36206544511391897,-0.05078814955591511,-0.14866052572543964,0.026890253675039482,-0.13644190597590763,0.036671849261820114,0.5160733238178891,0.48986570262514956,0.541865337101704,0.4913977359749634,0.5443226048495664,1000,150
phrase_complexity_core,Antithetic,0.01702127659574468,0.020145351173829065,0.01049881040950117,0.03515300636822073,0.0107948858718584,0.03607147414873945,0.07121033378296303,-0.5922514161755565,0.2767156123926228,-0.336247333250134,0.32470161192852415,0.555382696007696,0.45620550528126647,0.6589063704648064,0.4558243233261529,0.658630133148336,1000,148
phrase_complexity_core,Emblematic,0.009292351679771264,0.011480225033743548,0.0050065840918039565,0.03747984132798141,0.004524324855436335,0.030991973239691127,-0.22958727169175053,-1.4861502643360385,0.13487535745834436,-0.9178059100907365,0.19978047336748248,0.4224941724941725,0.2889214738451913,0.6149143670069429,0.2784246758735621,0.5941559621562236,1000,148
phrase_complexity_core,Staircase,0.00964630225080386,0.01052958215111131,0.005337355283461564,0.02137568573624394,0.00510385474775079,0.020947837616196934,0.18862276706000736,-0.03326852296643363,0.3237157231088754,0.004743039274542327,0.3470031997371396,0.5309109614665171,0.4190779202478071,0.6243194431945351,0.4222397974400551,0.6292943534128772,1000,146
phrase_complexity_core,Synonymous,0.15073529411764705,0.19799127233868377,0.1355968662733347,0.24143085891312038,0.14630233496412315,0.25046409581763396,0.10047389973646069,-0.0411102209649507,0.18755121398968608,-0.015418932614584208,0.21220571898689758,0.5715070272997103,0.5281975017993977,0.6075761329928691,0.5323397603137322,0.6112945119628549,1000,149
phrase_complexity_core,Synthetic,0.15565031982942432,0.14416556104977665,0.10557292148279018,0.17040704494463646,0.11306947840599206,0.17791643039816057,-0.21143819461504187,-0.3489382516837308,-0.0958628313108617,-0.3371672348594018,-0.08775788945342017,0.46298567164516286,0.4316835592427362,0.49344935453409067,0.43131206089177254,0.4928087819053159,1000,150
phrase_complexity_core_psalm,overall,0.2850539291217257,0.3078666899595528,0.2740286050936684,0.33751909232344396,0.2776724393186072,0.34157295377799773,0.0,0.0,0.0,0.0,0.0,0.5388772393082738,0.4973186288664963,0.6185182784595861,0.4821209452103253,0.5942775987652753,1000,150
phrase_complexity_core_psalm,Antithetic,0.01694915254237288,0.019373252380262915,0.010750766869427329,0.030864700607855716,0.010764417145672181,0.030994758932184795,0.0,0.0,0.0,0.0,0.0,0.5592373084291188,0.4454000286000382,0.6921448016553319,0.42979790811625423,0.6750449756177952,1000,148
phrase_complexity_core_psalm,Emblematic,0.009252669039145907,0.020131934177196414,0.006776569144793421,0.05190800849542369,0.006240002958508858,0.04596025540439422,0.0,0.0,0.0,0.0,0.0,0.5776414677276747,0.44031381995650964,0.7071258460585602,0.43646522955680017,0.7050014922283303,1000,148
phrase_complexity_core_psalm,Staircase,0.0096051227321238,0.01016087075785523,0.004855859716165161,0.020030004218154304,0.0046569864483261385,0.01959516516267184,0.0,0.0,0.0,0.0,0.0,0.5134631758194976,0.396825530440586,0.6739515845590281,0.37823173789335246,0.6445177695684059,1000,146
phrase_complexity_core_psalm,Synonymous,0.15096065873741996,0.16709304455606025,0.13539744819107336,0.20032232378144016,0.1338930143719849,0.199877522289821,0.0,0.0,0.0,0.0,0.0,0.5433730262394055,0.4903765430379153,0.6209846275296744,0.4797203630208311,0.6098484406254033,1000,149
phrase_complexity_core_psalm,Synthetic,0.1558520315342632,0.17112352491949126,0.14102276944382244,0.20033647638609806,0.14329181486663894,0.2037383900094246,0.0,0.0,0.0,0.0,0.0,0.5320204531732189,0.476323202289166,0.6127788327814986,0.4700401283337947,0.5987266612647317,1000,150
phrase_det_1gram,overall,0.2848297213622291,0.3280765981182213,0.2511301115238766,0.3702470389795818,0.2798605421138177,0.3819897510424984,0.09812304557240542,0.0240560059149979,0.16917998916623173,0.019962781799824993,0.1656169102455553,0.5498894221720309,0.5236203432459396,0.57351688505488,0.5231244731105821,0.573288581493832,1000,150
phrase_det_1gram,Antithetic,0.01702127659574468,0.01769485808619415,0.009000364021462016,0.02700290358058663,0.010191463596659787,0.028482289190830044,0.119758155805258,-0.2507946987818264,0.3716814217378142,-0.19405276317329453,0.4064744065520354,0.5270036676286677,0.4245924017131585,0.6184877813862769,0.4319983709890309,0.6263696394533351,1000,148
phrase_det_1gram,Emblematic,0.009292351679771264,0.009826160788875509,0.004446720244373412,0.020212114298539384,0.004418447704326284,0.01996864215360067,-0.11842887707554987,-0.5503911864200872,0.23160933031474534,-0.558955666305403,0.23140569904907,0.46663752913752915,0.35480498221449397,0.6127645026934031,0.3370641596461306,0.5887769069100752,1000,148
phrase_det_1gram,Staircase,0.00964630225080386,0.019910721737040466,0.008630236352202645,0.03612814802440126,0.00973446152499879,0.03813902965284936,0.4090717925403239,0.20312437878035097,0.6355573390675285,0.21337757536285215,0.6480861005688943,0.6497113997113997,0.5478029692056996,0.7599860644480481,0.5521047800039529,0.7686418382718828,1000,146
phrase_det_1gram,Synonymous,0.15073529411764705,0.2265083907838118,0.172902255674669,0.28276219206851205,0.17411174556048872,0.2834329528252124,0.27020266376768143,0.166851634795549,0.36285797549952276,0.1636555863402458,0.36080612859333644,0.6180196271659686,0.577993954243531,0.6547800251291547,0.5762232546978241,0.6533391924488218,1000,149
phrase_det_1gram,Synthetic,0.15565031982942432,0.15039119818600893,0.11278906675320789,0.17852677982289242,0.12056815355050067,0.1839473958175775,-0.07500204957933576,-0.17122292339163583,0.017824738028802873,-0.17362087175272595,0.01482543789629571,0.4854037297775067,0.45447939026439926,0.514559188725569,0.45416435065669164,0.5141245421228302,1000,150
phrase_det_1gram_psalm,overall,0.2850539291217257,0.2964795894786144,0.22125575840987832,0.3365315647807604,0.24761822361640662,0.35192197102969186,0.0,0.0,0.0,0.0,0.0,0.5249733030444237,0.48330732057046494,0.5574616320609527,0.49147615745161627,0.5627544728608594,1000,150
phrase_det_1gram_psalm,Antithetic,0.01694915254237288,0.014795439768987,0.007447134155414757,0.028060377929957362,0.007941733411488416,0.029205554538596176,0.0,0.0,0.0,-4.107825191113079e-15,0.0,0.41984704262452105,0.29885275396077515,0.5915729251415538,0.2838602009260029,0.5659299875301772,1000,148
phrase_det_1gram_psalm,Emblematic,0.009252669039145907,0.01581430710494104,0.006565491504678198,0.03993179829586585,0.006211259328947893,0.03541119141712838,0.0,0.0,0.0,0.0,0.0,0.669512599469496,0.5333446015220586,0.7932169991524003,0.5251115159835376,0.7860770088639047,1000,148
phrase_det_1gram_psalm,Staircase,0.0096051227321238,0.020947065447924525,0.009207576876421446,0.044657209745458414,0.008375343854393346,0.043206610769731944,0.0,0.0,0.0,0.0,8.326672684688674e-15,0.6492722967220094,0.42866572697205013,0.7993062241090729,0.4676135012785245,0.8332810181255731,1000,146
phrase_det_1gram_psalm,Synonymous,0.15096065873741996,0.1547538428851552,0.11360967726830165,0.18532306836078075,0.11941066957977862,0.19427995023283567,0.0,0.0,0.0,0.0,0.0,0.5138108818065714,0.46112720998273876,0.5570232295268438,0.4658483933110463,0.5610651947305534,1000,149
phrase_det_1gram_psalm,Synthetic,0.1558520315342632,0.16463709264967727,0.11748842566018132,0.19392072667796922,0.129959112521876,0.2053353864700472,0.0,0.0,0.0,0.0,0.0,0.5316996930766135,0.4896476127170989,0.5728497590414189,0.4920045171434094,0.5744126285179831,1000,150
